ParticipantID,Trial,SaccadeNo,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,PeakVelocity,MeanVelocity,Blink,Direction,Amplitude,EyeUsed,Order,Task
Thomas1,4,40,10296,10374,80,158490,63820,70140,36380,52257,24992,FALSE,LEFT,19.09,RIGHT,1,Search
Thomas1,4,41,10696,10720,26,71720,37530,56430,39840,22051,12489,FALSE,LEFT,3.27,RIGHT,1,Search
Thomas1,4,42,11060,11094,36,54150,39260,86550,38370,36052,19180,FALSE,RIGHT,6.82,RIGHT,1,Search
Thomas1,4,43,11266,11282,18,87850,38820,86870,34830,7672,5472,FALSE,UP,1.06,RIGHT,1,Search
Thomas1,4,44,11808,11832,26,86070,34620,98770,40130,22565,11717,FALSE,RIGHT,3.05,RIGHT,1,Search
Thomas1,4,45,12264,12318,56,98030,38980,66040,59900,34777,17009,FALSE,LEFT,8.55,RIGHT,1,Search
Thomas1,4,46,12500,12518,20,64810,61950,58770,63790,9632,6319,FALSE,LEFT,1.32,RIGHT,1,Search
Thomas1,4,47,12838,12868,32,59300,63330,43390,77250,28339,14547,FALSE,DOWN,4.66,RIGHT,1,Search
Thomas1,4,48,13132,13146,16,42240,76670,38050,77180,6524,4756,FALSE,LEFT,0.84,RIGHT,1,Search
Thomas1,4,49,13242,13284,44,38530,76660,39770,40030,38242,20591,FALSE,UP,9.04,RIGHT,1,Search
Thomas1,4,50,13538,13562,26,36230,39270,47760,43500,18197,9987,FALSE,RIGHT,2.62,RIGHT,1,Search
Thomas1,4,51,13784,13806,24,47500,43490,55170,47220,12771,7451,FALSE,RIGHT,1.86,RIGHT,1,Search
Thomas1,4,52,14122,14164,44,53920,46400,82370,64430,42672,18212,FALSE,RIGHT,7.44,RIGHT,1,Search
Thomas1,4,53,14356,14384,30,83630,66380,99930,85930,36421,18967,FALSE,DOWN,5.74,RIGHT,1,Search
Thomas1,4,54,14610,14630,22,100220,86910,90770,86610,13786,8187,FALSE,LEFT,1.89,RIGHT,1,Search
Thomas1,4,55,14790,14794,6,90320,86240,89650,86140,3077,2959,FALSE,.,0.14,RIGHT,1,Search
Thomas1,4,56,15008,15056,50,88840,85870,120300,49480,46755,22318,FALSE,UP,10.93,RIGHT,1,Search
Thomas1,4,57,15350,15370,22,118280,48860,123570,54690,12940,8153,FALSE,DOWN,1.83,RIGHT,1,Search
Thomas1,4,58,15708,15730,24,122850,55190,123920,61420,12262,6711,FALSE,DOWN,1.57,RIGHT,1,Search
Thomas1,4,59,15944,15958,16,124140,60230,125570,56780,7323,5451,FALSE,UP,0.91,RIGHT,1,Search
Thomas1,4,60,16086,16126,42,125280,56800,130720,72170,31740,12171,FALSE,DOWN,3.92,RIGHT,1,Search
Thomas1,4,61,16486,16542,58,131330,73940,40040,84440,53190,31941,FALSE,LEFT,18.19,RIGHT,1,Search
Thomas1,4,62,16834,16856,24,36640,85770,31720,92670,13626,7419,FALSE,DOWN,1.84,RIGHT,1,Search
Thomas1,4,63,17092,17148,58,32930,91280,90420,38870,57334,30993,FALSE,UP,17.22,RIGHT,1,Search
Thomas1,4,64,17400,17424,26,87550,36610,84190,25720,19185,11223,FALSE,UP,2.95,RIGHT,1,Search
Thomas1,4,65,17604,17624,22,83760,25880,86590,33130,14816,8561,FALSE,DOWN,2,RIGHT,1,Search
Thomas1,4,66,17878,17922,46,86100,32620,47970,20480,33274,18924,FALSE,LEFT,8.66,RIGHT,1,Search
Thomas1,4,67,18154,18174,22,46720,20130,36320,18370,15473,9826,FALSE,LEFT,2.22,RIGHT,1,Search
Thomas1,4,68,18310,18366,58,35550,18190,47070,56270,37074,19892,FALSE,DOWN,10.02,RIGHT,1,Search
Thomas1,4,69,18564,18574,12,46610,59120,43920,58070,5523,4603,FALSE,LEFT,0.61,RIGHT,1,Search
Thomas1,4,70,18732,18768,38,43860,57260,57150,65690,29542,12005,FALSE,RIGHT,3.43,RIGHT,1,Search
Thomas1,4,71,18942,18950,10,58430,67430,60670,67950,4749,4019,FALSE,.,0.48,RIGHT,1,Search
Thomas1,5,1,458,494,38,59540,69670,81490,42520,45612,22419,FALSE,UP,8.2,RIGHT,1,Search
Thomas1,5,2,702,728,28,81970,42010,84830,32330,16160,9019,FALSE,UP,2.6,RIGHT,1,Search
Thomas1,5,3,906,936,32,83770,31800,108290,29970,29324,16257,FALSE,RIGHT,5.22,RIGHT,1,Search
Thomas1,5,4,1172,1192,22,108780,29810,111320,37520,15624,8990,FALSE,DOWN,2.08,RIGHT,1,Search
Thomas1,5,5,1330,1380,52,111540,36690,51350,81080,65903,32092,FALSE,LEFT,16.49,RIGHT,1,Search
Thomas1,5,6,1684,1714,32,49640,81710,35920,77000,11991,9017,FALSE,LEFT,2.94,RIGHT,1,Search
Thomas1,5,7,1874,1882,10,35030,76600,32930,76140,4501,3939,FALSE,.,0.43,RIGHT,1,Search
Thomas1,5,8,2050,2076,28,32640,75820,52350,80740,26365,14560,FALSE,RIGHT,4.08,RIGHT,1,Search
Thomas1,5,9,2368,2418,52,52600,80180,95700,82770,36515,17310,FALSE,RIGHT,8.67,RIGHT,1,Search
Thomas1,5,10,2598,2622,26,97250,83020,101590,94780,19754,10667,FALSE,DOWN,2.86,RIGHT,1,Search
Thomas1,5,11,2872,2914,44,101680,93280,51930,96750,43154,22633,FALSE,LEFT,9.8,RIGHT,1,Search
Thomas1,5,12,3078,3096,20,51180,98020,44970,100110,9914,5939,FALSE,LEFT,1.29,RIGHT,1,Search
Thomas1,5,13,3248,3268,22,46020,99620,39220,94960,11617,7372,FALSE,LEFT,1.68,RIGHT,1,Search
Thomas1,5,14,3700,3728,30,38580,94170,21690,91160,16548,10928,FALSE,LEFT,3.31,RIGHT,1,Search
Thomas1,5,15,4020,4068,50,19630,89450,25860,44850,44937,21873,FALSE,UP,10.73,RIGHT,1,Search
Thomas1,5,16,4252,4290,40,22690,42980,44340,44640,31682,12905,FALSE,RIGHT,4.43,RIGHT,1,Search
Thomas1,5,17,4454,4488,36,46580,45570,79520,52700,36127,19805,FALSE,RIGHT,7.09,RIGHT,1,Search
Thomas1,5,18,4882,4908,28,81300,54060,78230,66960,22236,11554,FALSE,DOWN,3.29,RIGHT,1,Search
Thomas1,5,19,5242,5252,12,78610,67390,75300,67100,6160,5106,FALSE,LEFT,0.68,RIGHT,1,Search
Thomas1,5,20,5690,5700,12,75050,66920,75600,64140,6337,5327,FALSE,UP,0.7,RIGHT,1,Search
Thomas1,5,21,5846,5896,52,74780,64110,104410,34530,33468,19476,FALSE,UP,9.74,RIGHT,1,Search
Thomas1,5,22,6172,6210,40,102390,31830,77200,65240,50904,25031,FALSE,DOWN,10,RIGHT,1,Search
Thomas1,5,23,6730,6740,12,74980,66150,75720,63780,5604,4753,FALSE,UP,0.61,RIGHT,1,Search
Thomas1,5,24,7012,7146,136,75940,62840,94580,47690,66082,20534,TRUE,RIGHT,5.45,RIGHT,1,Search
Thomas1,5,25,7250,7404,156,94480,47940,97830,50880,57748,26832,TRUE,DOWN,1.03,RIGHT,1,Search
Thomas1,5,26,7758,7774,18,97670,52860,104040,51510,9827,7193,FALSE,RIGHT,1.37,RIGHT,1,Search
Thomas1,5,27,8154,8162,10,104130,51280,105960,51690,4440,3797,FALSE,.,0.4,RIGHT,1,Search
Thomas1,5,28,8450,8488,40,104740,50780,137750,42710,32205,18003,FALSE,RIGHT,7.1,RIGHT,1,Search
Thomas1,5,29,8686,8712,28,138110,42980,120050,38270,22905,13968,FALSE,LEFT,3.9,RIGHT,1,Search
Thomas1,5,30,8916,8928,14,116670,36890,113300,34950,7285,5794,FALSE,LEFT,0.87,RIGHT,1,Search
Thomas1,5,31,9120,9172,54,112730,35120,51650,39070,39853,24195,FALSE,LEFT,12.82,RIGHT,1,Search
Thomas1,5,32,9414,9432,20,50660,39600,44530,38690,9737,6003,FALSE,LEFT,1.3,RIGHT,1,Search
Thomas1,5,33,9612,9654,44,45160,38840,34730,55090,36745,14288,FALSE,DOWN,4.64,RIGHT,1,Search
Thomas1,5,34,9824,9846,24,33330,57090,27870,64730,16292,8794,FALSE,DOWN,2.17,RIGHT,1,Search
Thomas1,5,35,10014,10034,22,28490,63510,22390,68130,12684,7138,FALSE,LEFT,1.64,RIGHT,1,Search
Thomas1,5,36,10374,10434,62,22230,66830,136930,71160,56381,37435,FALSE,RIGHT,22.65,RIGHT,1,Search
Thomas1,5,37,10644,10664,22,136030,71170,142750,75940,12945,7576,FALSE,RIGHT,1.74,RIGHT,1,Search
Thomas1,5,38,10944,10962,20,142310,75200,143820,68390,11644,8221,FALSE,UP,1.65,RIGHT,1,Search
Thomas1,5,39,11212,11412,202,143420,68690,88710,75130,56025,29743,TRUE,LEFT,11.05,RIGHT,1,Search
Thomas1,5,40,11690,11710,22,92510,74810,83630,77830,14013,8314,FALSE,LEFT,1.95,RIGHT,1,Search
Thomas1,5,41,12102,12122,22,84910,77620,93810,75460,13641,8105,FALSE,RIGHT,1.88,RIGHT,1,Search
Thomas1,5,42,12434,12626,194,93200,75260,111940,102190,100676,24278,TRUE,DOWN,7.24,RIGHT,1,Search
Thomas1,5,43,12842,12858,18,115660,97720,121110,99360,8640,5660,FALSE,RIGHT,1.12,RIGHT,1,Search
Thomas1,5,44,13072,13094,24,120670,98960,111900,91040,17306,10344,FALSE,UP,2.48,RIGHT,1,Search
Thomas1,5,45,13428,13470,44,110070,90110,74370,93380,32402,16552,FALSE,LEFT,7.1,RIGHT,1,Search
Thomas1,5,46,13628,13664,38,73610,94530,113420,91660,39488,20831,FALSE,RIGHT,7.88,RIGHT,1,Search
Thomas1,5,47,13832,13840,10,113920,91120,111570,91490,4961,4346,FALSE,.,0.47,RIGHT,1,Search
Thomas1,5,48,13976,14012,38,111680,91640,143090,83550,34100,17225,FALSE,RIGHT,6.41,RIGHT,1,Search
Thomas1,5,49,14286,14304,20,142570,83310,141370,77460,10130,6417,FALSE,UP,1.39,RIGHT,1,Search
Thomas1,5,50,14658,14832,176,140310,77310,127370,43900,99044,30015,TRUE,UP,8.59,RIGHT,1,Search
Thomas1,5,51,15166,15188,24,127350,44050,138500,49330,17375,10920,FALSE,RIGHT,2.64,RIGHT,1,Search
Thomas1,5,52,15542,15552,12,139730,49050,138340,51290,5992,4857,FALSE,DOWN,0.63,RIGHT,1,Search
Thomas1,5,53,15744,15782,40,138430,50930,96960,57490,40389,21661,FALSE,LEFT,8.65,RIGHT,1,Search
Thomas1,5,54,16120,16140,22,94940,58120,92300,52480,10768,6865,FALSE,UP,1.53,RIGHT,1,Search
Thomas1,5,55,16354,16376,24,91570,52430,86160,45880,13197,8115,FALSE,UP,2.02,RIGHT,1,Search
Thomas1,5,56,16630,16656,28,85350,45230,101690,52440,24434,13688,FALSE,RIGHT,3.89,RIGHT,1,Search
Thomas1,5,57,16864,16870,8,102220,52500,103610,52300,3911,3525,FALSE,.,0.29,RIGHT,1,Search
Thomas1,5,58,17316,17360,46,104390,51100,65950,29130,36556,21570,FALSE,LEFT,9.87,RIGHT,1,Search
Thomas1,5,59,17682,17698,18,62870,27940,56890,24880,11723,7892,FALSE,LEFT,1.5,RIGHT,1,Search
Thomas1,5,60,17828,17894,68,56290,24090,45600,85200,65562,23391,FALSE,DOWN,15.25,RIGHT,1,Search
Thomas1,5,61,18144,18178,36,46420,85190,38950,92870,23885,10305,FALSE,DOWN,2.29,RIGHT,1,Search
Thomas1,5,62,18744,18830,88,38820,93500,26330,28760,43939,19466,FALSE,UP,15.8,RIGHT,1,Search
Thomas1,5,63,19126,19170,46,21340,28150,56010,44110,46540,18589,FALSE,RIGHT,8.21,RIGHT,1,Search
Thomas1,5,64,19342,19368,28,58100,46660,69690,62070,30147,16272,FALSE,DOWN,4.57,RIGHT,1,Search
Thomas1,5,65,19612,19748,138,70030,64220,76280,70040,45735,27061,TRUE,DOWN,1.92,RIGHT,1,Search
Thomas1,5,66,19980,20010,32,79150,70180,81380,77140,18109,8497,FALSE,DOWN,1.75,RIGHT,1,Search
Thomas1,5,67,20320,20326,8,82790,78450,83840,79200,3885,3638,FALSE,.,0.28,RIGHT,1,Search
Thomas1,5,68,20606,20644,40,83520,79130,100950,79870,27183,11522,FALSE,RIGHT,3.53,RIGHT,1,Search
Thomas1,5,69,20896,20936,42,101930,80630,74240,57780,32786,19087,FALSE,LEFT,7.95,RIGHT,1,Search
Thomas1,5,70,21140,21160,22,71780,56420,78030,52780,11504,6804,FALSE,RIGHT,1.6,RIGHT,1,Search
Thomas1,6,1,378,404,28,82770,47370,64800,42380,24096,14287,FALSE,LEFT,3.99,RIGHT,1,Count
Thomas1,6,2,538,582,46,63410,40510,29810,17380,39206,20076,FALSE,LEFT,9.21,RIGHT,1,Count
Thomas1,6,3,734,754,22,28950,17990,23950,12270,13426,8048,FALSE,UP,1.8,RIGHT,1,Count
Thomas1,6,4,936,992,58,23650,12820,18760,37150,41282,14082,FALSE,DOWN,6.32,RIGHT,1,Count
Thomas1,6,5,1128,1148,22,18600,37120,8700,34440,14090,9239,FALSE,LEFT,2.08,RIGHT,1,Count
Thomas1,6,6,1314,1350,38,7490,33890,12060,12450,27109,14527,FALSE,UP,5.53,RIGHT,1,Count
Thomas1,6,7,1606,1650,46,11390,12350,18700,35440,43708,16745,FALSE,DOWN,6.08,RIGHT,1,Count
Thomas1,6,8,2020,2052,34,18100,38490,20680,48170,22740,10127,FALSE,DOWN,2.49,RIGHT,1,Count
Thomas1,6,9,2280,2338,60,22140,49540,16340,78590,45653,15342,FALSE,DOWN,7.1,RIGHT,1,Count
Thomas1,6,10,2712,2726,16,17730,77000,15410,73570,7222,5382,FALSE,UP,0.92,RIGHT,1,Count
Thomas1,6,11,2842,2876,36,14400,74070,14780,48310,34390,17517,FALSE,UP,6.24,RIGHT,1,Count
Thomas1,6,12,2990,3026,38,13280,48210,21290,16340,46608,22854,FALSE,UP,8.24,RIGHT,1,Count
Thomas1,6,13,3230,3266,38,20030,16770,24280,28970,30293,12356,FALSE,DOWN,3.26,RIGHT,1,Count
Thomas1,6,14,3500,3514,16,24320,31250,26600,34690,8064,5403,FALSE,DOWN,1,RIGHT,1,Count
Thomas1,6,15,3656,3682,28,26250,33970,36390,24840,21331,11490,FALSE,UP,3.15,RIGHT,1,Count
Thomas1,6,16,3876,3896,22,35900,24860,38120,18090,13144,8018,FALSE,UP,1.83,RIGHT,1,Count
Thomas1,6,17,4000,4024,26,37590,18720,20940,14630,23374,13306,FALSE,LEFT,3.58,RIGHT,1,Count
Thomas1,6,18,4194,4214,22,20240,14930,12550,11010,13061,8101,FALSE,LEFT,1.85,RIGHT,1,Count
Thomas1,6,19,4522,4568,48,12810,11080,15860,29590,34496,13758,FALSE,DOWN,4.78,RIGHT,1,Count
Thomas1,6,20,4874,4904,32,15370,32130,15170,37840,15355,7231,FALSE,DOWN,1.45,RIGHT,1,Count
Thomas1,6,21,5144,5180,38,14470,38060,13090,44960,16960,7712,FALSE,DOWN,1.76,RIGHT,1,Count
Thomas1,6,22,5478,5496,20,13210,45630,11290,49380,8395,4940,FALSE,DOWN,1.01,RIGHT,1,Count
Thomas1,6,23,5684,5704,22,11800,48940,13660,43010,10692,6555,FALSE,UP,1.52,RIGHT,1,Count
Thomas1,6,24,5968,6004,38,12750,43810,11490,52020,20220,9223,FALSE,DOWN,2.05,RIGHT,1,Count
Thomas1,6,25,6294,6332,40,10730,53090,10060,64220,26587,10985,FALSE,DOWN,2.71,RIGHT,1,Count
Thomas1,6,26,6660,6682,24,10010,65870,15300,73520,17332,8874,FALSE,DOWN,2.08,RIGHT,1,Count
Thomas1,6,27,7022,7062,42,14210,72890,12210,84440,25509,10235,FALSE,DOWN,2.71,RIGHT,1,Count
Thomas1,6,28,7484,7518,36,11230,85950,19710,91380,18323,7865,FALSE,RIGHT,2.02,RIGHT,1,Count
Thomas1,6,29,7722,7752,32,20640,93050,24600,69530,35026,18045,FALSE,UP,5.5,RIGHT,1,Count
Thomas1,6,30,7980,8014,36,23840,69920,34000,73980,20781,8821,FALSE,RIGHT,2.23,RIGHT,1,Count
Thomas1,6,31,8218,8242,26,35380,74800,37540,82880,13396,7238,FALSE,DOWN,1.95,RIGHT,1,Count
Thomas1,6,32,8460,8482,24,36610,82540,45460,81070,12304,7291,FALSE,RIGHT,1.78,RIGHT,1,Count
Thomas1,6,33,8656,8688,34,43880,81280,42030,57300,33775,17226,FALSE,UP,5.82,RIGHT,1,Count
Thomas1,6,34,9036,9062,28,40150,57320,41820,47590,15165,9217,FALSE,UP,2.47,RIGHT,1,Count
Thomas1,6,35,9408,9432,26,41030,47400,42200,34070,20924,13463,FALSE,UP,3.43,RIGHT,1,Count
Thomas1,6,36,9684,9708,26,40310,32200,38690,19980,20796,12104,FALSE,UP,3.2,RIGHT,1,Count
Thomas1,6,37,9960,9988,30,37790,19510,54850,24360,25168,12620,FALSE,RIGHT,3.79,RIGHT,1,Count
Thomas1,6,38,10332,10362,32,53650,23260,56000,8160,22718,12474,FALSE,UP,4.02,RIGHT,1,Count
Thomas1,6,39,10528,10572,46,55330,8580,59550,30660,38474,14540,FALSE,DOWN,5.88,RIGHT,1,Count
Thomas1,6,40,10806,10860,56,59880,33640,57570,54010,33480,12359,FALSE,DOWN,5.25,RIGHT,1,Count
Thomas1,6,41,11142,11180,40,58650,53500,61440,63740,22909,9556,FALSE,DOWN,2.62,RIGHT,1,Count
Thomas1,6,42,11410,11432,24,60900,65870,58550,71320,11283,6188,FALSE,DOWN,1.42,RIGHT,1,Count
Thomas1,6,43,11592,11628,38,59080,70460,52260,79950,24974,10244,FALSE,DOWN,2.66,RIGHT,1,Count
Thomas1,6,44,11976,12016,42,52080,81840,55590,94530,26012,10496,FALSE,DOWN,3.01,RIGHT,1,Count
Thomas1,6,45,12230,12254,26,55580,96220,66080,84180,25024,13362,FALSE,UP,3.46,RIGHT,1,Count
Thomas1,6,46,12468,12494,28,65290,84940,70980,89350,9846,6879,FALSE,RIGHT,1.53,RIGHT,1,Count
Thomas1,6,47,12728,12760,34,70320,89250,75590,67190,31107,15858,FALSE,UP,5.37,RIGHT,1,Count
Thomas1,6,48,12990,13016,28,73840,67570,82200,80340,24597,12428,FALSE,DOWN,3.53,RIGHT,1,Count
Thomas1,6,49,13274,13314,42,82160,79340,85890,91330,28536,11448,FALSE,DOWN,2.91,RIGHT,1,Count
Thomas1,6,50,13526,13562,38,85630,93740,81790,65280,38343,17993,FALSE,UP,6.8,RIGHT,1,Count
Thomas1,6,51,13872,13896,26,79560,65970,77630,53260,21682,12119,FALSE,UP,3.21,RIGHT,1,Count
Thomas1,6,52,14198,14216,20,77050,54200,70510,52330,10381,6766,FALSE,LEFT,1.45,RIGHT,1,Count
Thomas1,6,53,14374,14406,34,69950,52560,71950,36170,23974,12503,FALSE,UP,4.24,RIGHT,1,Count
Thomas1,6,54,14668,14694,28,70890,35630,72520,22800,20908,12173,FALSE,UP,3.39,RIGHT,1,Count
Thomas1,6,55,15004,15030,28,71690,21030,77360,10290,17755,11045,FALSE,UP,3.1,RIGHT,1,Count
Thomas1,6,56,15262,15292,32,77290,9260,86660,25610,28247,15050,FALSE,DOWN,4.77,RIGHT,1,Count
Thomas1,6,57,15960,15984,26,87310,25770,90400,36830,18808,11225,FALSE,DOWN,2.98,RIGHT,1,Count
Thomas1,6,58,16364,16378,16,89890,37170,88730,40440,6736,5029,FALSE,DOWN,0.89,RIGHT,1,Count
Thomas1,6,59,16598,16618,22,89750,40520,91060,46920,11652,7333,FALSE,DOWN,1.68,RIGHT,1,Count
Thomas1,6,60,16796,16810,16,91160,46340,90790,50050,7349,5598,FALSE,DOWN,0.95,RIGHT,1,Count
Thomas1,6,61,16842,16874,34,91000,52560,90460,71300,24293,13690,FALSE,DOWN,4.67,RIGHT,1,Count
Thomas1,6,62,17066,17070,6,90830,72000,91260,71310,3573,3410,FALSE,.,0.19,RIGHT,1,Count
Thomas1,6,63,17278,17314,38,91520,70910,88380,81900,24964,10752,FALSE,DOWN,2.72,RIGHT,1,Count
Thomas1,6,64,17562,17598,38,88160,83510,91220,95330,24900,10426,FALSE,DOWN,2.8,RIGHT,1,Count
Thomas1,6,65,17960,17984,26,92420,97510,104630,101840,18620,9927,FALSE,RIGHT,2.58,RIGHT,1,Count
Thomas1,6,66,18232,18258,28,103900,101100,110220,85990,26179,13118,FALSE,UP,3.66,RIGHT,1,Count
Thomas1,6,67,18506,18538,34,109050,87170,111560,68820,24805,13221,FALSE,UP,4.4,RIGHT,1,Count
Thomas1,6,68,18706,18726,22,110950,68710,105000,71650,11461,6379,FALSE,LEFT,1.41,RIGHT,1,Count
Thomas1,6,69,19076,19096,22,105590,70600,103880,65000,10315,6118,FALSE,UP,1.42,RIGHT,1,Count
Thomas1,6,70,19394,19418,26,103400,65510,112850,56850,18657,11126,FALSE,UP,2.9,RIGHT,1,Count
Thomas1,6,71,19598,19624,28,111620,55830,109990,44620,18243,10160,FALSE,UP,2.87,RIGHT,1,Count
Thomas1,6,72,19816,19832,18,108390,44310,104410,41900,8010,5397,FALSE,LEFT,1.04,RIGHT,1,Count
Thomas1,6,73,20056,20074,20,104060,41730,103260,36130,10587,7071,FALSE,UP,1.46,RIGHT,1,Count
Thomas1,6,74,20236,20262,28,102340,35770,119130,39130,25263,13024,FALSE,RIGHT,3.63,RIGHT,1,Count
Thomas1,6,75,20408,20448,42,118360,39030,106820,12220,35208,17565,FALSE,UP,7.43,RIGHT,1,Count
Thomas1,6,76,20732,20740,10,105510,12000,107300,12490,4306,3727,FALSE,.,0.4,RIGHT,1,Count
Thomas1,6,77,20972,20994,24,107390,11900,120650,10010,18359,11772,FALSE,RIGHT,2.84,RIGHT,1,Count
Thomas1,7,1,388,452,66,123120,12360,91460,57980,58155,21668,FALSE,DOWN,13.46,RIGHT,1,Count
Thomas1,7,2,552,606,56,91590,58520,75600,81730,41585,14709,FALSE,DOWN,6.54,RIGHT,1,Count
Thomas1,7,3,756,780,26,75790,81400,73990,69760,17809,10679,FALSE,UP,2.83,RIGHT,1,Count
Thomas1,7,4,890,932,44,72930,69330,22530,64150,38681,23302,FALSE,LEFT,10.22,RIGHT,1,Count
Thomas1,7,5,1154,1176,24,21180,63700,10630,69250,17876,9897,FALSE,LEFT,2.45,RIGHT,1,Count
Thomas1,7,6,1466,1486,22,10130,68900,18770,68000,12350,7435,FALSE,RIGHT,1.69,RIGHT,1,Count
Thomas1,7,7,1784,1796,14,17830,68270,21460,66420,7039,5412,FALSE,RIGHT,0.84,RIGHT,1,Count
Thomas1,7,8,1928,1964,38,20820,66320,35760,76480,26628,11473,FALSE,RIGHT,3.82,RIGHT,1,Count
Thomas1,7,9,2204,2216,14,36460,77380,32820,77390,6013,4635,FALSE,LEFT,0.72,RIGHT,1,Count
Thomas1,7,10,2492,2516,26,32450,76510,45680,72180,20029,10935,FALSE,RIGHT,2.83,RIGHT,1,Count
Thomas1,7,11,2752,2756,6,44960,72390,44060,72350,3190,3032,FALSE,.,0.18,RIGHT,1,Count
Thomas1,7,12,3012,3028,18,44040,71910,48480,69780,8016,5289,FALSE,RIGHT,1.03,RIGHT,1,Count
Thomas1,7,13,3286,3330,46,47910,70080,32470,89350,38332,14226,FALSE,DOWN,5.47,RIGHT,1,Count
Thomas1,7,14,3476,3488,14,30880,92160,28450,94100,5408,3881,FALSE,LEFT,0.64,RIGHT,1,Count
Thomas1,7,15,3666,3694,30,29290,93680,49300,91180,25267,13257,FALSE,RIGHT,3.92,RIGHT,1,Count
Thomas1,7,16,3894,3920,28,49890,91980,63420,84760,21578,11595,FALSE,RIGHT,3.16,RIGHT,1,Count
Thomas1,7,17,4282,4294,14,63160,85910,60330,88080,6282,4449,FALSE,LEFT,0.76,RIGHT,1,Count
Thomas1,7,18,4500,4520,22,61090,88370,69520,87040,12563,7352,FALSE,RIGHT,1.71,RIGHT,1,Count
Thomas1,7,19,4654,4676,24,68480,86950,78730,90010,15928,8755,FALSE,RIGHT,2.17,RIGHT,1,Count
Thomas1,7,20,4910,4934,26,78720,89500,88920,83760,16678,9544,FALSE,RIGHT,2.44,RIGHT,1,Count
Thomas1,7,21,5140,5146,8,88690,84380,90140,84630,3845,3463,FALSE,.,0.3,RIGHT,1,Count
Thomas1,7,22,5320,5352,34,90140,84680,116440,85530,27296,15486,FALSE,RIGHT,5.26,RIGHT,1,Count
Thomas1,7,23,5730,5756,28,117120,85580,131840,84470,16045,10346,FALSE,RIGHT,2.91,RIGHT,1,Count
Thomas1,7,24,5886,5910,26,131830,84350,146250,83360,18339,10564,FALSE,RIGHT,2.81,RIGHT,1,Count
Thomas1,7,25,6146,6166,22,145060,83250,153130,82090,10692,6947,FALSE,RIGHT,1.57,RIGHT,1,Count
Thomas1,7,26,6414,6440,28,152450,81990,146870,70720,17025,10249,FALSE,UP,2.86,RIGHT,1,Count
Thomas1,7,27,6704,6722,20,146510,69850,139480,69870,9561,6417,FALSE,LEFT,1.38,RIGHT,1,Count
Thomas1,7,28,6906,6944,40,139960,69530,110170,57810,33059,16609,FALSE,LEFT,6.66,RIGHT,1,Count
Thomas1,7,29,7124,7144,22,108380,57320,101780,60330,11166,6823,FALSE,LEFT,1.56,RIGHT,1,Count
Thomas1,7,30,7496,7504,10,101540,59710,99740,60290,4274,3774,FALSE,.,0.4,RIGHT,1,Count
Thomas1,7,31,7702,7714,14,99680,60170,96810,61930,6090,4767,FALSE,LEFT,0.74,RIGHT,1,Count
Thomas1,7,32,7944,7960,18,97070,61340,91680,62020,8645,5865,FALSE,LEFT,1.13,RIGHT,1,Count
Thomas1,7,33,8172,8182,12,92040,61400,90670,59020,5875,4838,FALSE,UP,0.66,RIGHT,1,Count
Thomas1,7,34,8600,8604,6,91950,59280,92800,59560,3535,3368,FALSE,.,0.19,RIGHT,1,Count
Thomas1,7,35,8834,8846,14,92700,59620,88660,60060,7032,5483,FALSE,LEFT,0.85,RIGHT,1,Count
Thomas1,7,36,9036,9056,22,89110,60020,82200,64080,13428,7486,FALSE,LEFT,1.75,RIGHT,1,Count
Thomas1,7,37,9278,9296,20,82650,63390,78390,66760,9043,5591,FALSE,LEFT,1.21,RIGHT,1,Count
Thomas1,7,38,9512,9520,10,78480,66460,76730,67560,4710,4055,FALSE,.,0.45,RIGHT,1,Count
Thomas1,7,39,9796,9816,22,77430,67300,78690,61020,11110,6579,FALSE,UP,1.58,RIGHT,1,Count
Thomas1,7,40,10134,10154,22,78040,61860,71870,64990,10860,6517,FALSE,LEFT,1.49,RIGHT,1,Count
Thomas1,7,41,10380,10386,8,72090,64500,70660,65070,4414,4048,FALSE,.,0.33,RIGHT,1,Count
Thomas1,7,42,10600,10610,12,70090,65170,67790,64140,4977,4164,FALSE,LEFT,0.54,RIGHT,1,Count
Thomas1,7,43,11150,11168,20,66940,62350,64720,67000,9426,5773,FALSE,DOWN,1.24,RIGHT,1,Count
Thomas1,7,44,11370,11386,18,64980,65480,67000,61160,8707,6046,FALSE,UP,1.15,RIGHT,1,Count
Thomas1,7,45,11636,11678,44,66230,61790,56010,69310,24675,10273,FALSE,LEFT,2.8,RIGHT,1,Count
Thomas1,7,46,11830,11852,24,54320,70180,50170,76900,14113,7952,FALSE,DOWN,1.82,RIGHT,1,Count
Thomas1,7,47,12224,12258,36,50650,75740,38830,57130,27350,14756,FALSE,UP,5.13,RIGHT,1,Count
Thomas1,7,48,12598,12610,14,37060,56530,33520,55910,6072,4728,FALSE,LEFT,0.73,RIGHT,1,Count
Thomas1,7,49,12858,12906,50,33700,55820,111860,49900,54177,32473,FALSE,RIGHT,16.07,RIGHT,1,Count
Thomas1,7,50,13178,13210,34,110410,49910,131910,39220,27424,15858,FALSE,RIGHT,5.21,RIGHT,1,Count
Thomas1,7,51,13488,13510,24,134200,38090,133810,30170,13311,8344,FALSE,UP,2.04,RIGHT,1,Count
