ParticipantID,Trial,FixationNo,StartTime,EndTime,Duration,PositionX,PositionY,PupilSize,EyeUsed,Order,Task
caro2,7,18,4978,5184,208,141510,872.1,509000,RIGHT,2,Search
caro2,7,19,5210,5504,296,148610,839.3,507300,RIGHT,2,Search
caro2,7,20,5544,5718,176,123670,965.7,504200,RIGHT,2,Search
caro2,7,21,5742,5958,218,119890,882.1,505000,RIGHT,2,Search
caro2,7,22,5972,6184,214,118920,849.8,508100,RIGHT,2,Search
caro2,7,23,6226,6580,356,111560,501,509300,RIGHT,2,Search
caro2,7,24,6592,6742,152,109150,503.6,490900,RIGHT,2,Search
caro2,7,25,6782,7072,292,84380,637.8,479900,RIGHT,2,Search
caro2,7,26,7090,7370,282,78730,618.3,484700,RIGHT,2,Search
caro2,7,27,7392,7638,248,85220,595.7,485300,RIGHT,2,Search
caro2,7,28,7698,8070,374,153120,305.4,460300,RIGHT,2,Search
caro2,7,29,8118,8466,350,150700,778.3,476300,RIGHT,2,Search
caro2,7,30,8490,8638,150,143460,726.4,479200,RIGHT,2,Search
caro2,7,31,8678,8986,310,112860,830.2,483300,RIGHT,2,Search
caro2,7,32,9050,9372,324,25670,625.1,493900,RIGHT,2,Search
caro2,7,33,9396,9656,262,25620,562.6,474700,RIGHT,2,Search
caro2,7,34,9696,9884,190,53930,717.4,465700,RIGHT,2,Search
caro2,7,35,9902,10106,206,48490,719.1,473200,RIGHT,2,Search
caro2,7,36,10134,10366,234,64170,823.4,471500,RIGHT,2,Search
caro2,7,37,10412,10926,516,26620,943.1,484900,RIGHT,2,Search
caro2,7,38,10950,11126,178,17100,932.6,488100,RIGHT,2,Search
caro2,7,39,11160,11298,140,19490,726.9,486800,RIGHT,2,Search
caro2,7,40,11326,11700,376,19090,628,470000,RIGHT,2,Search
caro2,7,41,11740,11954,216,49870,709.9,462600,RIGHT,2,Search
caro2,7,42,11970,12386,418,44880,708,461900,RIGHT,2,Search
caro2,7,43,12416,12676,262,32790,614.3,468900,RIGHT,2,Search
caro2,7,44,12700,13132,434,31320,557.2,468400,RIGHT,2,Search
caro2,7,45,13162,13386,226,38700,443.4,468300,RIGHT,2,Search
caro2,7,46,13438,13870,434,89360,365.2,474600,RIGHT,2,Search
caro2,7,47,13910,14096,188,116880,401.9,490900,RIGHT,2,Search
caro2,7,48,14118,14342,226,110930,439.3,488100,RIGHT,2,Search
caro2,7,49,14390,14712,324,151600,264,465300,RIGHT,2,Search
caro2,7,50,14746,14872,128,135410,356.2,491900,RIGHT,2,Search
caro2,7,51,14910,15290,382,151950,220.7,506700,RIGHT,2,Search
caro2,7,52,15356,15714,360,150040,884.3,534100,RIGHT,2,Search
caro2,7,53,15736,15924,190,150870,819.4,501400,RIGHT,2,Search
caro2,7,54,15952,16164,214,157920,704.4,478200,RIGHT,2,Search
caro2,7,55,16180,16538,360,160020,683.6,469000,RIGHT,2,Search
caro2,7,56,16584,17000,418,121010,641.6,477200,RIGHT,2,Search
caro2,7,57,17024,17232,210,111520,646.5,473600,RIGHT,2,Search
caro2,7,58,17264,17506,244,113880,519.5,476200,RIGHT,2,Search
caro2,7,59,17530,17656,128,108300,582.6,479500,RIGHT,2,Search
caro2,7,60,17680,17844,166,110720,540.2,484000,RIGHT,2,Search
caro2,7,61,17886,18236,352,77610,651.4,496500,RIGHT,2,Search
caro2,7,62,18272,18528,258,57360,689.9,492600,RIGHT,2,Search
caro2,7,63,18578,18826,250,24700,988.2,502800,RIGHT,2,Search
caro2,7,64,18854,19154,302,11420,1003.7,499900,RIGHT,2,Search
caro2,7,65,19184,19494,312,13810,882,492700,RIGHT,2,Search
caro2,7,66,19538,19746,210,49990,829.6,482100,RIGHT,2,Search
caro2,7,67,19788,19954,168,80210,868,485600,RIGHT,2,Search
caro2,7,68,19996,20284,290,49000,755.4,489700,RIGHT,2,Search
caro2,7,69,20294,20486,194,50710,772.8,487000,RIGHT,2,Search
caro2,7,70,20532,20870,340,12170,766.5,497500,RIGHT,2,Search
caro2,7,71,20898,21190,294,11480,665.7,502000,RIGHT,2,Search
caro2,7,72,21216,21380,166,12000,591.1,497600,RIGHT,2,Search
caro2,7,73,21444,21824,382,99260,876.4,488400,RIGHT,2,Search
caro2,7,74,21862,22218,358,74320,941.2,474400,RIGHT,2,Search
caro2,7,75,22238,22666,430,68670,903.8,483900,RIGHT,2,Search
caro2,7,76,22716,23122,408,123070,857.2,487300,RIGHT,2,Search
caro2,7,77,23160,23536,378,148070,790.5,476000,RIGHT,2,Search
caro2,7,78,23594,23808,216,86950,600.6,500900,RIGHT,2,Search
caro2,7,79,23836,24078,244,75650,627.4,495200,RIGHT,2,Search
caro2,7,80,24096,24244,150,78180,597.4,482800,RIGHT,2,Search
caro2,7,81,24274,24560,288,62280,620.6,484500,RIGHT,2,Search
caro2,7,82,24660,24860,202,44330,737.1,494300,RIGHT,2,Search
caro2,7,83,25018,25202,186,43820,751.8,490900,RIGHT,2,Search
caro2,7,84,25224,25392,170,50350,760.4,498500,RIGHT,2,Search
caro2,7,85,25430,25686,258,37230,565.1,503800,RIGHT,2,Search
caro2,7,86,25706,25974,270,33430,538.3,482700,RIGHT,2,Search
caro2,7,87,26014,26280,268,27690,357,471000,RIGHT,2,Search
caro2,7,88,26350,26666,318,113150,747.9,506700,RIGHT,2,Search
caro2,7,89,26700,26982,284,116360,655.8,479900,RIGHT,2,Search
caro2,7,90,27018,27256,240,99990,605.6,464600,RIGHT,2,Search
caro2,7,91,27288,27558,272,113050,698.2,464200,RIGHT,2,Search
caro2,7,92,27586,27836,252,101800,614.4,470900,RIGHT,2,Search
caro2,7,93,27864,28146,284,86840,619.8,468900,RIGHT,2,Search
caro2,7,94,28172,28390,220,76210,600.7,475800,RIGHT,2,Search
caro2,7,95,28446,28762,318,144180,729.2,475200,RIGHT,2,Search
caro2,7,96,28794,29096,304,157450,686.3,476100,RIGHT,2,Search
caro2,7,97,29116,29332,218,162350,724.3,472900,RIGHT,2,Search
caro2,7,98,29356,29554,200,155730,648.7,472400,RIGHT,2,Search
caro2,7,99,29594,29866,274,149770,391.9,462000,RIGHT,2,Search
caro2,7,100,29902,30174,274,150860,258.9,453900,RIGHT,2,Search
caro2,7,101,30226,30672,448,93760,369.9,485400,RIGHT,2,Search
caro2,7,102,30698,31000,304,86500,408,502900,RIGHT,2,Search
caro2,7,103,31046,31296,252,50710,457.5,493000,RIGHT,2,Search
caro2,7,104,31330,31712,384,35190,547.6,489200,RIGHT,2,Search
caro2,7,105,31760,32098,340,83760,624.9,477400,RIGHT,2,Search
caro2,7,106,32138,32646,510,61430,705,468000,RIGHT,2,Search
caro2,7,107,32668,32916,250,63980,659.2,465400,RIGHT,2,Search
caro2,7,108,32940,33140,202,70130,681.3,467300,RIGHT,2,Search
caro2,7,109,33156,33660,506,66440,692.9,488600,RIGHT,2,Search
caro2,7,110,33688,34062,376,53710,698.5,486600,RIGHT,2,Search
caro2,7,111,34084,34448,366,46820,727.4,496100,RIGHT,2,Search
caro2,7,112,34464,34772,310,42440,729.8,506100,RIGHT,2,Search
caro2,7,113,34790,35170,382,43220,704.4,499400,RIGHT,2,Search
caro2,7,114,35212,35612,402,62240,783.9,508200,RIGHT,2,Search
caro2,7,115,35630,36086,458,64200,831.6,504800,RIGHT,2,Search
caro2,7,116,36100,36320,222,65640,863,503600,RIGHT,2,Search
caro2,7,117,36332,36592,262,64030,852.2,506300,RIGHT,2,Search
caro2,7,118,36632,37062,432,88130,860.5,512800,RIGHT,2,Search
caro2,7,119,37086,37468,384,80340,913.4,511500,RIGHT,2,Search
caro2,7,120,37484,37726,244,76200,915.7,510000,RIGHT,2,Search
caro2,7,121,37746,38666,922,69610,896.7,505500,RIGHT,2,Search
caro2,7,122,38716,39276,562,117550,900.8,487500,RIGHT,2,Search
caro2,7,123,39296,39546,252,110620,943.9,475200,RIGHT,2,Search
caro2,7,124,39582,39852,272,120210,802.2,479200,RIGHT,2,Search
caro2,7,125,39886,40258,374,122440,939.1,482600,RIGHT,2,Search
caro2,7,126,40296,40818,524,146360,892.7,480800,RIGHT,2,Search
caro2,7,127,40828,40996,170,146260,873.7,468300,RIGHT,2,Search
caro2,7,128,41034,41178,146,159130,710.7,463100,RIGHT,2,Search
caro2,8,1,4,68,66,158930,711.4,465700,RIGHT,2,Search
caro2,8,2,84,294,212,159900,683.1,468000,RIGHT,2,Search
caro2,8,3,348,606,260,86580,664.5,491900,RIGHT,2,Search
caro2,8,4,662,834,174,79300,263.2,505500,RIGHT,2,Search
caro2,8,5,888,1200,314,35450,90.5,499300,RIGHT,2,Search
caro2,8,6,1242,1570,330,27820,362.4,527300,RIGHT,2,Search
caro2,8,7,1602,1926,326,29660,500,548800,RIGHT,2,Search
caro2,8,8,1970,2220,252,50030,698.9,556000,RIGHT,2,Search
caro2,8,9,2238,6982,4746,52120,675.8,546400,RIGHT,2,Search
caro2,8,10,7102,7972,872,51560,661.1,540000,RIGHT,2,Search
caro2,8,11,7992,15738,7748,52390,670.2,530600,RIGHT,2,Search
caro2,8,12,15902,16426,526,52860,687.4,511400,RIGHT,2,Search
caro2,8,13,16450,16578,130,55170,678.4,489900,RIGHT,2,Search
caro2,8,14,16588,24650,8064,52540,685.8,492700,RIGHT,2,Search
caro2,8,15,24802,27272,2472,52740,681.3,505500,RIGHT,2,Search
caro2,8,16,27292,27616,326,51700,658,534500,RIGHT,2,Search
caro2,8,17,27624,30916,3294,52120,678.7,526400,RIGHT,2,Search
caro2,8,18,31056,35910,4856,51990,689.8,501800,RIGHT,2,Search
caro2,8,19,35934,38614,2682,51990,685.5,506600,RIGHT,2,Search
caro2,8,20,38784,41172,2390,53340,687,493600,RIGHT,2,Search
caro2,9,1,4,662,660,52470,678.2,508500,RIGHT,2,Search
caro2,9,2,696,938,244,40790,594,461900,RIGHT,2,Search
caro2,9,3,976,1216,242,17200,677,442900,RIGHT,2,Search
caro2,9,4,1246,1532,288,20460,586.4,449000,RIGHT,2,Search
caro2,9,5,1578,1828,252,57110,493.9,450400,RIGHT,2,Search
caro2,9,6,1890,2214,326,140420,506.3,426800,RIGHT,2,Search
caro2,9,7,2260,2546,288,129660,224.4,414700,RIGHT,2,Search
caro2,9,8,2594,2808,216,84800,266.1,427300,RIGHT,2,Search
caro2,9,9,2856,3098,244,42860,236,436400,RIGHT,2,Search
caro2,9,10,3130,3344,216,51190,107.8,439900,RIGHT,2,Search
caro2,9,11,3404,3696,294,132140,69.6,441800,RIGHT,2,Search
caro2,9,12,3764,3898,136,153380,642.7,460100,RIGHT,2,Search
caro2,9,13,3944,4148,206,147360,861.3,485700,RIGHT,2,Search
caro2,9,14,4172,4542,372,144690,783.5,504900,RIGHT,2,Search
caro2,9,15,4562,4820,260,141250,755.6,515500,RIGHT,2,Search
caro2,9,16,4848,5214,368,125060,707.5,527900,RIGHT,2,Search
caro2,9,17,5236,5528,294,129970,667.8,527800,RIGHT,2,Search
caro2,9,18,5542,5682,142,127640,655.6,526400,RIGHT,2,Search
caro2,9,19,5712,6084,374,111170,680.7,525900,RIGHT,2,Search
caro2,9,20,6106,6458,354,102580,662.6,530200,RIGHT,2,Search
caro2,9,21,6484,6774,292,90760,617.3,511500,RIGHT,2,Search
caro2,9,22,6818,7036,220,85750,1060.6,492800,RIGHT,2,Search
caro2,9,23,7060,7380,322,76060,1016.3,485800,RIGHT,2,Search
caro2,9,24,7406,7706,302,65010,1015.8,488800,RIGHT,2,Search
caro2,9,25,7736,8044,310,50040,999.4,507900,RIGHT,2,Search
caro2,9,26,8068,8266,200,39320,991.7,514500,RIGHT,2,Search
caro2,9,27,8288,8564,278,32560,963.7,508900,RIGHT,2,Search
caro2,9,28,8586,8890,306,31150,907.3,505300,RIGHT,2,Search
caro2,9,29,8918,9094,178,20690,776.5,514400,RIGHT,2,Search
caro2,9,30,9118,9660,544,17390,699,530800,RIGHT,2,Search
caro2,9,31,9706,10184,480,57210,714.9,530200,RIGHT,2,Search
caro2,9,32,10210,10362,154,52850,652.5,518700,RIGHT,2,Search
caro2,9,33,10396,10652,258,34510,608.4,520500,RIGHT,2,Search
caro2,9,34,10678,11040,364,19130,622.1,508700,RIGHT,2,Search
caro2,9,35,11066,11330,266,26540,580.8,518800,RIGHT,2,Search
caro2,9,36,11386,11660,276,18640,978.1,515300,RIGHT,2,Search
caro2,9,37,11684,12032,350,14520,889.5,529700,RIGHT,2,Search
caro2,9,38,12126,12340,216,148670,1053.1,525200,RIGHT,2,Search
caro2,9,39,12366,12590,226,158890,1032.6,524700,RIGHT,2,Search
caro2,9,40,12630,12880,252,119690,999.5,518200,RIGHT,2,Search
caro2,9,41,12912,13040,130,116670,847.4,515300,RIGHT,2,Search
caro2,9,42,13124,13274,152,124980,-459.2,492400,RIGHT,2,Search
caro2,9,43,13302,13440,140,113410,-551.4,474200,RIGHT,2,Search
caro2,9,44,13474,13534,62,96280,-145.2,452500,RIGHT,2,Search
caro2,9,45,13614,14168,556,145580,688.3,480100,RIGHT,2,Search
caro2,9,46,14194,14342,150,153580,678.5,507800,RIGHT,2,Search
caro2,9,47,14368,14634,268,160920,694,512500,RIGHT,2,Search
caro2,9,48,14664,14910,248,156620,586.5,511500,RIGHT,2,Search
caro2,9,49,14956,15316,362,123760,674.3,492700,RIGHT,2,Search
caro2,9,50,15342,15590,250,131830,668.4,492700,RIGHT,2,Search
caro2,9,51,15626,16052,428,107290,658.3,499200,RIGHT,2,Search
caro2,9,52,16070,16266,198,104330,689,502200,RIGHT,2,Search
caro2,9,53,16306,16526,222,79040,613.9,506700,RIGHT,2,Search
caro2,9,54,16552,16728,178,63250,579,511800,RIGHT,2,Search
caro2,9,55,16750,16976,228,56040,562.4,497200,RIGHT,2,Search
caro2,9,56,16984,17352,370,54810,566.8,482200,RIGHT,2,Search
caro2,9,57,17392,17712,322,30280,590.4,475000,RIGHT,2,Search
caro2,9,58,17740,18132,394,14490,611.6,484300,RIGHT,2,Search
caro2,9,59,18194,18436,244,91720,672.7,482000,RIGHT,2,Search
caro2,9,60,18456,18828,374,86480,647.4,487800,RIGHT,2,Search
caro2,9,61,18840,19042,204,83690,642.3,498400,RIGHT,2,Search
caro2,9,62,19084,19462,380,53740,680.5,497100,RIGHT,2,Search
caro2,9,63,19506,19694,190,20930,685.8,498000,RIGHT,2,Search
caro2,9,64,19712,20206,496,17010,691.8,507400,RIGHT,2,Search
caro2,9,65,20220,20398,180,17920,715.8,521400,RIGHT,2,Search
caro2,9,66,20488,20812,326,149490,778.6,510300,RIGHT,2,Search
caro2,9,67,20836,21252,418,147960,728.8,496500,RIGHT,2,Search
caro2,9,68,21272,21668,398,142030,750.1,496700,RIGHT,2,Search
caro2,9,69,21696,21852,158,138440,681.9,500500,RIGHT,2,Search
caro2,9,70,21880,22208,330,124460,708.1,502500,RIGHT,2,Search
caro2,9,71,22244,22408,166,142080,761.4,500800,RIGHT,2,Search
caro2,9,72,22422,22534,114,139370,748.3,506200,RIGHT,2,Search
caro2,9,73,22566,22810,246,126700,650.5,512900,RIGHT,2,Search
caro2,9,74,22828,23176,350,130040,655.3,520800,RIGHT,2,Search
caro2,9,75,23214,23632,420,102520,652.7,515300,RIGHT,2,Search
caro2,9,76,23674,23966,294,96550,875.8,522300,RIGHT,2,Search
caro2,9,77,24004,24248,246,81710,811.8,507900,RIGHT,2,Search
caro2,9,78,24268,24604,338,74140,807.7,499300,RIGHT,2,Search
caro2,9,79,24630,24926,298,70570,879.8,508400,RIGHT,2,Search
caro2,9,80,24958,25374,418,73550,777.3,508500,RIGHT,2,Search
caro2,9,81,25414,25748,336,102000,928.2,517300,RIGHT,2,Search
caro2,9,82,25772,26034,264,105560,876.1,504700,RIGHT,2,Search
caro2,9,83,26078,26418,342,141960,934.3,492100,RIGHT,2,Search
caro2,9,84,26446,26616,172,152990,993.8,503700,RIGHT,2,Search
caro2,9,85,26772,27024,254,157730,954.1,507100,RIGHT,2,Search
caro2,9,86,27046,27330,286,161370,899,503200,RIGHT,2,Search
caro2,9,87,27376,27724,350,122210,960.4,512600,RIGHT,2,Search
caro2,9,88,27752,28006,256,108760,998.1,510800,RIGHT,2,Search
caro2,9,89,28038,28524,488,89250,994.2,507900,RIGHT,2,Search
caro2,9,90,28550,28838,290,98820,1051.5,508500,RIGHT,2,Search
caro2,9,91,28886,29336,452,62770,968.7,506700,RIGHT,2,Search
caro2,9,92,29362,29542,182,54030,1032.2,510600,RIGHT,2,Search
caro2,9,93,29578,29884,308,32130,1006.1,510000,RIGHT,2,Search
caro2,9,94,29904,30288,386,30080,954.1,506300,RIGHT,2,Search
caro2,9,95,30316,30630,316,31320,852.2,499800,RIGHT,2,Search
caro2,9,96,30668,31004,338,18450,712.4,504400,RIGHT,2,Search
caro2,9,97,31056,31604,550,15810,993.9,503400,RIGHT,2,Search
caro2,9,98,31664,31964,302,92100,1072.4,516900,RIGHT,2,Search
caro2,9,99,31982,32310,330,89170,1034.1,504400,RIGHT,2,Search
caro2,9,100,32322,32602,282,89980,1006.5,496300,RIGHT,2,Search
caro2,9,101,32616,32940,326,87760,1027.5,506200,RIGHT,2,Search
caro2,9,102,32978,33236,260,61060,1025.1,511500,RIGHT,2,Search
caro2,9,103,33278,33438,162,90910,1041.5,506700,RIGHT,2,Search
caro2,9,104,33454,33708,256,87210,1021.6,524900,RIGHT,2,Search
caro2,9,105,33718,37728,4012,87780,1026.5,519900,RIGHT,2,Search
caro2,9,106,37746,39576,1832,88800,1026.1,512200,RIGHT,2,Search
caro2,9,107,39768,39826,60,89360,1030.8,517500,RIGHT,2,Search
caro2,9,108,39996,40466,472,88140,1022.2,532400,RIGHT,2,Search
caro2,9,109,40484,40680,198,91710,1033.1,522300,RIGHT,2,Search
caro2,9,110,40692,41176,486,88450,1030.1,514500,RIGHT,2,Search
caro2,10,1,4,412,410,88200,1030,504900,RIGHT,2,Search
caro2,10,2,456,722,268,72910,615.1,511500,RIGHT,2,Search
caro2,10,3,772,1206,436,72170,993.6,528100,RIGHT,2,Search
caro2,10,4,1228,1548,322,65340,960.5,542000,RIGHT,2,Search
caro2,10,5,1564,1798,236,62770,984.1,547600,RIGHT,2,Search
caro2,10,6,1866,2338,474,143170,927,534100,RIGHT,2,Search
caro2,10,7,2366,2650,286,134620,1000.6,514800,RIGHT,2,Search
caro2,10,8,2700,3008,310,113080,689.5,522100,RIGHT,2,Search
caro2,10,9,3032,3220,190,109630,628,526200,RIGHT,2,Search
caro2,10,10,3278,3546,270,156450,815.4,532100,RIGHT,2,Search
caro2,10,11,3572,3814,244,144900,752.2,545600,RIGHT,2,Search
caro2,10,12,3840,4108,270,144890,692.5,537900,RIGHT,2,Search
caro2,10,13,4140,4400,262,146000,558.6,524000,RIGHT,2,Search
caro2,10,14,4432,4684,254,151440,425.6,500600,RIGHT,2,Search
caro2,10,15,4728,5076,350,119890,355.8,511300,RIGHT,2,Search
caro2,10,16,5128,5570,444,96610,774.5,522700,RIGHT,2,Search
caro2,10,17,5614,5946,334,67560,960,535900,RIGHT,2,Search
caro2,10,18,5974,6188,216,62990,869.7,531700,RIGHT,2,Search
caro2,10,19,6228,6412,186,69210,682.3,509500,RIGHT,2,Search
caro2,10,20,6448,6832,386,86180,588.4,492700,RIGHT,2,Search
caro2,10,21,6852,7146,296,83490,621.4,491900,RIGHT,2,Search
caro2,10,22,7182,7528,348,98920,496,501800,RIGHT,2,Search
caro2,10,23,7550,7968,420,103210,440.1,498700,RIGHT,2,Search
caro2,10,24,8004,8206,204,94410,565.1,500000,RIGHT,2,Search
caro2,10,25,8226,8580,356,95950,530.1,512600,RIGHT,2,Search
caro2,10,26,8610,8748,140,99830,613.4,532200,RIGHT,2,Search
caro2,10,27,8802,8994,194,54740,482.4,533400,RIGHT,2,Search
caro2,10,28,9018,9306,290,45210,479.3,528100,RIGHT,2,Search
caro2,10,29,9326,9698,374,41880,527.1,524200,RIGHT,2,Search
caro2,10,30,9730,9902,174,44910,633.6,528400,RIGHT,2,Search
caro2,10,31,9926,10184,260,40850,702.2,537900,RIGHT,2,Search
caro2,10,32,10212,10606,396,28430,617.1,556800,RIGHT,2,Search
caro2,10,33,10634,10868,236,24300,549,556000,RIGHT,2,Search
caro2,10,34,10902,11254,354,22250,716.6,552400,RIGHT,2,Search
caro2,10,35,11276,11506,232,14200,702.6,550700,RIGHT,2,Search
caro2,10,36,11544,11800,258,17520,922.9,553600,RIGHT,2,Search
caro2,10,37,11872,12112,242,26840,162.5,541100,RIGHT,2,Search
caro2,10,38,12138,12384,248,25870,85.4,506900,RIGHT,2,Search
caro2,10,39,12404,12730,328,22400,53.4,477500,RIGHT,2,Search
caro2,10,40,12756,13048,294,14490,67.5,496200,RIGHT,2,Search
caro2,10,41,13068,13228,162,10040,77.7,505000,RIGHT,2,Search
caro2,10,42,13274,13656,384,48850,31.4,514300,RIGHT,2,Search
caro2,10,43,13686,13868,184,34170,57.3,526600,RIGHT,2,Search
caro2,10,44,13884,14106,224,30280,52.1,524500,RIGHT,2,Search
caro2,10,45,14146,14484,340,62040,86.7,515500,RIGHT,2,Search
caro2,10,46,14514,14726,214,63090,179.3,511300,RIGHT,2,Search
caro2,10,47,14764,15028,266,38040,142.9,499300,RIGHT,2,Search
caro2,10,48,15058,15426,370,25410,177.5,498100,RIGHT,2,Search
caro2,10,49,15448,15768,322,19700,126.8,493300,RIGHT,2,Search
caro2,10,50,15790,16160,372,23780,148.3,494200,RIGHT,2,Search
caro2,10,51,16190,16584,396,15500,242.5,504900,RIGHT,2,Search
caro2,10,52,16606,16840,236,13290,301.6,503300,RIGHT,2,Search
caro2,10,53,16864,17228,366,16630,242.4,505000,RIGHT,2,Search
caro2,10,54,17236,29530,12296,17290,225,509200,RIGHT,2,Search
caro2,10,55,29698,37332,7636,17010,231.3,486300,RIGHT,2,Search
caro2,10,56,37342,38318,978,17680,230.7,433400,RIGHT,2,Search
caro2,10,57,38512,38900,390,16480,274.1,446900,RIGHT,2,Search
caro2,10,58,38914,41174,2262,17420,241,458300,RIGHT,2,Search
Thomas1,1,1,4,344,342,76070,46600,464800,RIGHT,1,Search
Thomas1,1,2,386,516,132,81470,60520,479400,RIGHT,1,Search
Thomas1,1,3,558,1070,514,78940,71020,461300,RIGHT,1,Search
Thomas1,1,4,1114,1446,334,71610,37230,445700,RIGHT,1,Search
Thomas1,1,5,1496,1674,180,121760,26390,432800,RIGHT,1,Search
Thomas1,1,6,1730,1990,262,151770,72010,448400,RIGHT,1,Search
Thomas1,1,7,2030,2262,234,139720,81720,466900,RIGHT,1,Search
Thomas1,1,8,2284,2436,154,133240,81640,483200,RIGHT,1,Search
Thomas1,1,9,2466,2748,284,146760,65390,482800,RIGHT,1,Search
Thomas1,1,10,2784,3026,244,120430,57550,464600,RIGHT,1,Search
Thomas1,1,11,3052,3228,178,105380,48030,452000,RIGHT,1,Search
Thomas1,1,12,3268,3600,334,75000,44220,453700,RIGHT,1,Search
Thomas1,1,13,3642,3922,282,34030,56260,476600,RIGHT,1,Search
Thomas1,1,14,3976,4262,288,25640,75540,475600,RIGHT,1,Search
Thomas1,1,15,4310,4826,518,53650,46980,464400,RIGHT,1,Search
Thomas1,1,16,4872,5084,214,57930,64710,467700,RIGHT,1,Search
Thomas1,1,17,5126,5288,164,50790,73920,466100,RIGHT,1,Search
Thomas1,1,18,5344,5496,154,101230,64430,455900,RIGHT,1,Search
Thomas1,1,19,5514,5756,244,98800,64690,446200,RIGHT,1,Search
Thomas1,1,20,5796,5980,186,88570,72620,439500,RIGHT,1,Search
Thomas1,1,21,6002,6144,144,84510,74520,440100,RIGHT,1,Search
Thomas1,1,22,6188,6666,480,127840,85450,456300,RIGHT,1,Search
Thomas1,1,23,6712,6892,182,142900,72270,463800,RIGHT,1,Search
Thomas1,1,24,6942,7114,174,134460,101230,463400,RIGHT,1,Search
Thomas1,1,25,7126,7298,174,131690,99390,469400,RIGHT,1,Search
Thomas1,1,26,7346,7566,222,148660,70180,478200,RIGHT,1,Search
Thomas1,1,27,7590,7804,216,152130,65830,474700,RIGHT,1,Search
Thomas1,1,28,7832,8000,170,156320,58320,463600,RIGHT,1,Search
Thomas1,1,29,8046,8296,252,157080,24070,444600,RIGHT,1,Search
Thomas1,1,30,8322,8526,206,145360,14410,446700,RIGHT,1,Search
Thomas1,1,31,8570,8790,222,99150,16060,436500,RIGHT,1,Search
Thomas1,1,32,8834,9004,172,63910,32190,436200,RIGHT,1,Search
Thomas1,1,33,9032,9314,284,73290,42330,441500,RIGHT,1,Search
Thomas1,1,34,9354,9636,284,57960,49110,473100,RIGHT,1,Search
Thomas1,1,35,9664,9948,286,37740,48970,485800,RIGHT,1,Search
Thomas1,1,36,10014,10240,228,19590,87620,507600,RIGHT,1,Search
Thomas1,1,37,10264,10448,186,23690,84280,522000,RIGHT,1,Search
Thomas1,1,38,10482,10676,196,24560,66580,532700,RIGHT,1,Search
Thomas1,1,39,10706,10964,260,26170,55130,524000,RIGHT,1,Search
Thomas1,1,40,10986,11138,154,30010,58300,503100,RIGHT,1,Search
Thomas1,1,41,11152,11328,178,26730,58780,503400,RIGHT,1,Search
Thomas1,1,42,11374,11524,152,46980,72580,503700,RIGHT,1,Search
Thomas1,1,43,11566,11734,170,18840,86410,504000,RIGHT,1,Search
Thomas1,1,44,11770,11898,130,13200,91870,502900,RIGHT,1,Search
Thomas1,1,45,11964,12156,194,83390,67740,506000,RIGHT,1,Search
Thomas1,1,46,12178,12412,236,80920,63180,505200,RIGHT,1,Search
Thomas1,1,47,12440,12748,310,81150,55740,483200,RIGHT,1,Search
Thomas1,1,48,12772,12932,162,83170,50990,480900,RIGHT,1,Search
Thomas1,1,49,12968,13222,256,112100,47880,483900,RIGHT,1,Search
Thomas1,1,50,13256,13538,284,128600,49960,493300,RIGHT,1,Search
Thomas1,1,51,13572,13770,200,151460,48150,495400,RIGHT,1,Search
Thomas1,1,52,13822,14096,276,157890,89170,500600,RIGHT,1,Search
Thomas1,1,53,14124,14274,152,140590,89520,501300,RIGHT,1,Search
Thomas1,1,54,14310,14480,172,135860,97910,490400,RIGHT,1,Search
Thomas1,1,55,14490,14708,220,134050,99050,486100,RIGHT,1,Search
Thomas1,1,56,14756,15004,250,149450,69670,489700,RIGHT,1,Search
Thomas1,1,57,15026,15182,158,154210,67270,483400,RIGHT,1,Search
Thomas1,1,58,15210,15454,246,139680,63420,472900,RIGHT,1,Search
Thomas1,1,59,15464,15608,146,141610,63810,469200,RIGHT,1,Search
Thomas1,1,60,15642,15830,190,153600,49140,463300,RIGHT,1,Search
Thomas1,1,61,15862,16058,198,158150,34880,445900,RIGHT,1,Search
Thomas1,1,62,16100,16290,192,159580,15610,426100,RIGHT,1,Search
Thomas1,1,63,16316,16418,104,145180,12370,418400,RIGHT,1,Search
Thomas1,1,64,16462,16802,342,101230,7170,406700,RIGHT,1,Search
Thomas1,1,65,16862,17194,334,95200,68770,425700,RIGHT,1,Search
Thomas1,1,66,17230,17662,434,87460,73870,445200,RIGHT,1,Search
Thomas1,1,67,17684,17878,196,83490,75450,452800,RIGHT,1,Search
Thomas1,1,68,17912,18162,252,100380,57700,460300,RIGHT,1,Search
Thomas1,1,69,18182,18578,398,96940,57520,456200,RIGHT,1,Search
Thomas1,1,70,18592,18980,390,98480,55180,443100,RIGHT,1,Search
Thomas1,1,71,19004,19324,322,103000,59480,444400,RIGHT,1,Search
Thomas1,1,72,19334,20628,1296,104200,58330,444100,RIGHT,1,Search
Thomas1,1,73,20678,20932,256,42620,69880,455600,RIGHT,1,Search
Thomas1,1,74,20954,21180,228,46620,73250,453200,RIGHT,1,Search
Thomas1,2,1,24,26,4,29650,92130,453200,RIGHT,1,Search
Thomas1,2,2,36,192,158,28600,92370,450700,RIGHT,1,Search
